text,label
"Nice to see you again , [PERSON] .",joy
"Unhappy Brom , already bested at every turn , saw himself once more outmatched .",sadness
"And people do the strangest things , too .",surprise
"Hi , maria . - ( sighs )",sadness
Her visual image is perfect .,joy
A rebel .,disgust
She's in the bathroom .,anger
I miss you too .,sadness
An acquaintance of mine stole classified documents from the NSA and took off to [LOCATION] .,sadness
Your book is brilliant ... but it lacks scope .,surprise
Sorry about your finger .,sadness
"I'd say the odds against a successful escape are 100 , to one .",fear
I want to see a warrant .,anger
The only place my parents ever mentioned coming from was overseas .,sadness
I need some protection now from [PERSON] .,fear
"Every spring , the toilets explode .",disgust
Your mom and I won't be very long .,sadness
I've got some sandwiches in my pack .,joy
Go home !,anger
"Come on , do what I tell you !",anger
I never can make up my mind which of you is the handsomest .,joy
Look at me !,anger
"I'll stop the car and push you out , and you'll walk the last mile home .",anger
I like street cats .,joy
"Oh , I almost forgot .",surprise
It's dangerous .,fear
They're lovely .,joy
Are you quite sure you'd be able to use it in cold blood ?,surprise
"What am I gonna do , [PERSON] ?",fear
We found the bomb .,fear
"Who do you think you're punishing , huh ?",anger
He's being evasive again .,anger
No one can help me .,sadness
Just feel how nice it is in here .,joy
So you're behind all this .,surprise
"That's twice you've let me down , kid .",anger
Exaggerate .,anger
You can tell the [LOCATION] that's just the beginning !,anger
Isn't it marvellous ?,joy
"You don't know from one day to the next ... whether you're going to be killed , go home , or get busted .",fear
I was bored to death .,anger
I was in front and you were behind with a gun in my back .,fear
Nothing at [LOCATION] .,disgust
The tree is alive ?,surprise
It would be a start if you'd let [PERSON] go .,anger
I don't wan na stay here without you .,sadness
And he wouldn't let you help him ?,surprise
"Now , that doesn't go in there .",anger
I won't have this conversation carried on by the children .,anger
How many times must I to tell you ?,anger
He used to use his hands .,sadness
Guns make me nervous .,fear
The feces has struck the air conditioner .,disgust
We are in great danger .,fear
And then I shot him .,anger
You can't do that to him .,anger
I can't afford a fuckin' dream house !,anger
I was good .,joy
"I'm sorry , I'm conducting an examination .",surprise
What I would like is for you to get down .,disgust
"I mean , if our system wasn't any good , why did they take us over in the first place , right ?",surprise
Are they all shark victims ?,fear
"Nah , I just stick to weed now .",anger
They threatened to kill me if I didn't pay .,fear
I saw the little girl was hurt .,sadness
Were you a guest ?,surprise
Not another word from anyone .,anger
Suppose they meet ?,fear
Today's my birthday .,joy
"She had my finger , you know ...",sadness
She's very attractive .,joy
Enough of your tricks !,anger
"Listen , my folks is important people in [LOCATION] .",anger
All you want is my money .,disgust
"Good heavens , is that thing lost again ?",fear
But now I know why I have always lost women to guys like you .,sadness
"It hurts , but he doesn't show it .",sadness
"If you can find a job , if it pays more than $ 50 , a week ... and if you don't get involved with another maniac .",disgust
You tryin' to adopt a kid ?,surprise
"But this is a family emergency , we do need you at home ,",fear
No deal !,anger
There ought to be some ...,surprise
It's already on the : news .,fear
Don't tell [PERSON] this .,fear
"I didn't expect to see you , Mrs. [PERSON] .",surprise
I was in that room !,anger
"If there's any justice , let him get mugged by the man who took my watch !",disgust
I'm not going down there to get a tan .,anger
No . No . I just don't want any enemies .,fear
They're quite merciless .,fear
He's good - looking .,joy
"Say , wait a minute .",surprise
I'm getting leery of this guy .,disgust
His skin . Like a bone or a tendon .,disgust
It concerns me !,fear
"If you don't tell me all you know , you become an accessory before the fact of murder .",disgust
"[LOCATION] to [LOCATION] , hauling shit for assholes .",disgust
He's a poor boy .,sadness
The best in town !,joy
You say you're sorry and we'll let you go .,anger
His wife is calling from the cellar .,surprise
Don't give me all that sally army stuff .,disgust
What's Zharkov doing on the plane ?,surprise
Some people don't like my metaphors .,sadness
Can't he stay ? Tomorrow's not a school day .,sadness
Don't you raise your voice to me !,anger
"It upsets me that you suspect him , even for a second .",anger
Then why are you hanging around here ?,surprise
All that noise and fire ...,fear
I thought I was someone who I wasn't .,surprise
"If you were a man , I'd break your neck for that .",anger
He was completely misquoted .,anger
Now [PERSON] and that dear little bride of his will be able to stay on at [LOCATION] and live happily ever after .,joy
You can stay at my house because nobody really cares about me .,sadness
We love you .,joy
"Captain , we're in serious trouble .",fear
We've lost our picture .,sadness
"If I see you in the stands , it make me feel better .",joy
Champagne !,joy
"Look . I've been kicking ass and taking names , trying to save your fucking hide .",anger
The performance was superb .,joy
Am I so strange to you ?,sadness
Whoa ! - A goldfish .,surprise
They know everything now . I've explained everything to them .,joy
We've no other choice .,sadness
I'm clearing out of that office everything I own .,anger
Maybe it's best I do remember .,fear
How did you manage to get so friendly with [PERSON] ?,surprise
"This is between ... me and him , and no one else .",anger
Where's all the money today ?,surprise
We've got ta get the kids !,fear
"Oh , come on , have a brandy .",joy
It seems there's no formal contract between you and [LOCATION] .,sadness
I shall die on the gallows .,fear
How do you know how to do all of this ?,surprise
"Well , I'm not sure that's a good idea .",fear
This has been a terrible shock to them .,sadness
"You'll tell her how you manipulated the American mood , hmm ?",disgust
I don't know anything about being a commander .,fear
You don't know a dam from a bathtub .,disgust
Who are you calling this late ?,surprise
Why isn't he at his desk ?,surprise
"God , forgive me .",sadness
"You dumb bastard , why didn't you get some girl off the streets ?",disgust
"It wasn't something that we could see , it wasn't in the paper .",surprise
Recent results are all positive .,joy
"Aren't you tired , [PERSON] ?",surprise
What are you good for ?,disgust
"The firm's having withdrawal pains at the bank , if it's any of your bloody business .",anger
Don't you realise that I don't have that sort of money ?,fear
"As long as there was [PERSON] , there was a chance we might be happy .",sadness
Let's get out of here !,fear
How's Miss [PERSON] bearing up ?,fear
How come we're just getting it ?,surprise
You looking for a fight ? You looking for a rush ?,anger
Up ! Shut up !,anger
This is good .,joy
You don't seem very excited about it .,sadness
I want to get down on my knees and thank God .,joy
Whoever killed him's gonna pay .,anger
Look . Look ! Look !,surprise
You are all welcome to drink the bar dry .,joy
"They didn't shut me up , you did .",anger
Time drags when you're tired .,sadness
"C'mon [PERSON] , we got ta find her before the old lech does .",anger
Though you may think you're having fun now you only hurt the one you love .,sadness
"Her face had shrunk , and her nose was red from crying .",sadness
Because I am certain that in his thoughts he is completely alone .,sadness
Such vanity .,disgust
"With her , it would be marriage or nothing , and that's out of the question .",anger
Like an old boot .,disgust
I will not return to prison .,anger
"Mr. [PERSON] , that sounds like a threat .",fear
I've escaped !,joy
Um ... Yeah .,surprise
The Martians had calculated their descent with amazing perfection .,surprise
"Champion of dumb animals , ladies in distress , lost kids and lost causes .",disgust
You heard what she said .,anger
You've got to get there before sundown .,fear
"It's a very rich life , And I do have a job ,",joy
"Oh , no , Mom . I have to get up early .",disgust
"Congratulations , Rock ...",anger
"For God's sakes , put yourself in my position .",anger
Look how nicely she has arranged the table .,joy
"Please , you have to let me go .",fear
I used to use my hands .,sadness
I can think of no occasion that has given me more pleasure .,joy
[PERSON]'s too strange and I'm too fat .,disgust
Are you looking for somebody ?,surprise
I can't afford the wheels .,sadness
"The truth of the matter is , his skin's as tender as his vanity .",disgust
And time was running out fast .,fear
He's gonna kill her .,fear
It was a pleasure to have the general here .,joy
Fuck off !,anger
You ... bitch !,anger
I like it .,joy
I'll kill you all !,fear
Are you really that quiet ?,disgust
If you soltáis ... I will kill you .,anger
