text,labels
Doesn't it frighten you that there's a killer at large ?,surprise
Don't I know you ?,surprise
Don't I know ?,surprise
Don't I remember you from somewhere ?,surprise
Don't nobody want to ask me nothin' ?,surprise
Don't tell me you're embarrassed ?,surprise
Don't tell me you've left it up there .,surprise
Don't we like [PERSON] ?,surprise
Don't we need supplies ?,surprise
Don't you believe it .,surprise
Don't you ever sleep ?,surprise
Don't you find that restful ?,surprise
Don't you like children ?,surprise
Don't you live at home ?,surprise
Don't you remember ?,surprise
Don't you think it's funny ?,surprise
Don't you want to go to [LOCATION] ?,surprise
Double six . Ouch .,surprise
Duck !,surprise
"Easy , brother .",surprise
[PERSON] asked me if I wanted to see him again .,surprise
Even God wouldn't believe it !,surprise
"Everybody else laughs at it , but not you .",surprise
Everybody else thought it was funny !,surprise
Everybody's a boat freak ?,surprise
"Evie , can not be true !",surprise
Exactly how inexpensive ?,surprise
"Excuse me , sir . Exactly how obscene an amount of money were you talking about ?",surprise
Excuse me ?,surprise
"Father , what's going on here ?",surprise
"Fatter ? - No , Dad .",surprise
Fifteen hundred ?,surprise
Five years ago . Bingo .,surprise
"Frankly , I don't recall a time when a witness has refused to testify in this fashion .",surprise
"[PERSON] , are you leaving the company or something ?",surprise
"Fuck , he's not dead !",surprise
Funny you should say that .,surprise
"Funny , he never told me his name .",surprise
Garter belt ?,surprise
Giants !,surprise
"God , he is a tough old bird .",surprise
"God , she must really love you .",surprise
"God , this is a list of questions that could unlock all the Sov military secrets and win the arms race at a stroke :",surprise
"God , you're probably right .",surprise
"God , you're the one who kidnapped him .",anger|surprise
God !,surprise
"Good heavens , isn't there any revolt in you ?",surprise
"Good heavens , these Russian names .",surprise
"Good we're not broke , or we'd really be miserable .",surprise
Good ?,surprise
Grab the hand rail !,surprise
"[PERSON] , ain't you gonna do nothing ?",surprise
Guess what his name is the captain ?,surprise
"Gus , I thought you were going to attend to that later .",surprise
Ha ha !,surprise
Hadn't they promised to keep our name out of it ?,surprise
"Harry , how did you do it ?",surprise
Have you forgotten it ?,surprise
Haven't seen you for a while .,surprise
Haven't seen you here before .,surprise
Haven't seen you in a long time .,surprise
He acted strange .,surprise
"He can't do it in the club so he makes me call [PERSON] outside , and he jams him .",surprise
He did ?,surprise
He didn't say anything about a dam .,surprise
He didn't sleep .,surprise
He embezzled five million euros and [PERSON] was going to expose him ?,fear|surprise
He gave me some work to do and he left .,surprise
He got kicked upstairs .,surprise
He got what he wanted .,surprise
He never even heard of [PERSON] .,surprise
"He objects , she sustains , every time . The old flame's still burning , huh ?",surprise
"He owes me $ , and won't pay up .",anger|disgust|surprise
He promised you parts in Cats ?,surprise
He said you were a saintly old man who didn't hold with all the vices .,surprise
He seems to know everything else .,surprise
He spent money on a bible ?,surprise
He stepped in front of a bullet for me once caught it in his left hand and shoved it up the punk's ass .,disgust|surprise
He struck you ?,surprise
He suffered me to buy him a new suit ... and to get him a job at his old hospital .,surprise
He told you to tell me that too ?,surprise
He tried to limit the scope of the fingerprint search to exclude his own .,surprise
He used a grenade ?,surprise
He was here two weeks before I knew he'd moved in .,surprise
He was here ?,surprise
He was kidnapped . Kidnapped ?,surprise
He went ' bang ' !,surprise
He went into [PERSON]'s chamber .,surprise
He'd been caught stealing rations . - I see .,surprise
He'd been innocent !,surprise
He'll take care of your mortgage .,surprise
"He's a bit soft that Inspector , isn't he ?",surprise
He's getting married in minutes .,surprise
He's got something bottled up behind that dashing charm .,surprise
He's right there !,surprise
He's taking the day off ?,surprise
"Get down ! I said now , asshole !",anger
"Get going , [PERSON] ! [PERSON] !",anger
Get her .,anger
Get in the car !,anger
Get in the car .,anger
Get it and no one'll get hurt .,anger
Get lost !,anger
"Get me a prisoner , understand ?",anger
Get off my roof !,anger
Get off of that train .,anger
Get Off !,anger
"Get off ! - Outside , please .",anger
Get on out of here !,anger
Get on !,anger
Get out of here before I throw you out .,anger
"Get out of here , before I make you beg for your life .",anger
Get out of my office .,anger
"Get out of my way , [PERSON] .",anger
Get out of my way !,anger
Get out of my way .,anger
"Get out of the god damn hallway , [PERSON] .",anger
Get out of town !,anger
Get out !,anger
Get out .,anger
Get outta the way .,anger
Get rid of her .,anger
Get rid of that kid !,anger
Get that goddamn thing on film !,anger
Get the fuck out of this country .,anger
Get these men out of here .,anger
"Get those bags in , and get in fast !",anger
"Get up , you big hero .",anger
Get up !,anger
Get up ! Do you hear me ?,anger
"Get upstairs , miss .",anger
Get us some frickin' pretzels or something .,anger
Get your ass movin' !,anger
Get your hands off him or I'll call the Metropolitan scuffers !,anger
Get your little butt in here .,anger
Gim me a good reason why not .,anger
Gim me my coat !,anger
Gim me that damn mike !,anger
Give a girl a chance to breathe .,anger
Give him quinine and stop pretending you're [PERSON] .,anger
Give it to me !,anger
"Give me a break , we just met !",anger
Give me a minute .,anger
"Give me my clothes , please .",anger
Give me that !,anger
Give me the lighter .,anger
"Give me the suit , right now .",anger
Give them a taste of their own iron !,anger
Give us the f. . .,anger
Go and say sorry to him . ',anger
Go away .,anger
"Go back to the perimeter , you pinhead .",anger
"Go back to your office , have a nap .",anger
Go back to your work .,anger
"Go dry yourself , [PERSON] .",anger
"Go fuck a refrigerator , pecker neck !",anger
Go get them ! No !,anger
Go home !,anger
"Go on , go to work .",anger
Go on . Get the hell out of here .,anger
Go to hell .,anger
"Go with it , quick ! Do not stop .",anger
God damn it .,anger
God - damn it !,anger
"God , it was bright .",anger
"Goddamn it , [PERSON] , will you trust me ?",anger
"Goddamn it , do something .",anger
Goddamn it !,anger
Goddamn law is ruining the country .,anger
"Goddamn , is that bitch on the rag or what ?",anger
"Good . Get up there , help [PERSON] with the pig get your car and you're out of here . Get ready .",anger
Grab this oar .,anger
"[PERSON] , I'm thinking of the baby !",anger
"Grow , cuz .",anger
"Ha ha ha ! This is it , [LOCATION] ! The event you've all been waiting for .",anger
Had to do all this myself ...,anger
Halt negotiations immediately .,anger
"[PERSON] turns against me , And I should lighten up ?",anger
"[PERSON] , why do you keep on making trouble for us ?",anger
[PERSON] !,anger|fear|joy|surprise
"[PERSON] , I'm not an idiot and I don't appreciate being treated like one .",anger
"[PERSON] , there's no way the DA handles a case like this himself just because I work for you .",anger
Has any of my client's DNA actually been found on the victim .,anger
"Has anyone considered trying , Open sesame  ?",anger
"Hastings , it did not seem to him strange which [PERSON] was suggesting what had the mother been poisoned by accident ?",anger
"Have a think , Barley .",anger
Have enough respect for me not to lie .,anger
"Have they moved the embassy , or are you hijacking me ?",anger
Have you seen any of these documents ?,anger
"Have you thought for a moment about anybody else but yourself , and your obsession with letters of the alphabet arranged in a hyphenated name ?",anger
He ain't gonna get my hide .,anger
He ain't used to livin' like this .,anger
He asked you not to get those records ?,anger
He blows it .,anger|fear
He brought in his own detective to replace [PERSON] .,anger|fear
He can't be there !,anger
He could go anytime . - Move . Move !,anger
He don't know the streets .,anger
He forgot ?,anger
"He might win a few fights , but a Rocky Balboa he'll never be .",anger|disgust
He missed the turn .,anger
He never turned up at all .,anger
"He refuses an offer to merge with the New York Trust , the only thing that'll put this bank on safe ground .",anger
"He says that [LOCATION] will uphold it in every court ... but I will drag you through every court , don't forget that .",anger
"He should , he's got a lot to be thankful for !",anger
He thinks he knows me .,anger
He took her out buggy - riding in the late afternoon without a chaperon ... and then he refused to marry her !,anger
"He wants you downtown , like , yesterday .",anger
He was completely misquoted .,anger
"He wasn't a boy , he was seventeen .",anger
He won't eat any steak .,anger
He won't open the safe .,anger
He wouldn't tell us a goddamn thing .,anger
He'd kill you if he heard you .,anger|fear
"He'd punch on my mother , too .",anger|disgust|fear
He'll get you into more trouble .,anger|fear
He'll leave and take the little brat with him .,anger
He'll never leave [LOCATION] . Then let him stay .,anger
He'll never see another if he doesn't learn about [PERSON]'s artillery .,anger
He'll take orders all right .,anger
He's a prick .,anger|disgust
"He's a thief , he stole something from me !",anger
"He's a tortured , bitterly neurotic man who's finishing life on his own terms .",anger
He's about to be boiled in oil .,anger|disgust|fear
He's an idiot .,anger
